03/23/2023 06:53:22.604 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
03/23/2023 06:53:22.604 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
03/23/2023 06:53:22.604 | DEBUG    |                             AshitaCore::Initialize | <Begin>
03/23/2023 06:53:22.604 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
03/23/2023 06:53:22.604 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
03/23/2023 06:53:22.604 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : G:\Ashita-v4beta\
03/23/2023 06:53:22.604 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\mybootsettings.ini
03/23/2023 06:53:22.604 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\boot\mybootsettings.ini
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   file : G:\PlayOnline\SquareEnix\PlayOnlineViewer\pol.exe
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   script : retail.txt
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   args : 
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize | [ashita.language]
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   playonline : 2
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   ashita : 2
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize | [ashita.logging]
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   level : 5
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   crashdumps : 1
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize | [ashita.taskpool]
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize |   threadcount : -1
03/23/2023 06:53:22.606 | DEBUG    |                             AshitaCore::Initialize | [ashita.resources]
