09/22/2022 09:11:12.218 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
09/22/2022 09:11:12.218 | DEBUG    |                             AshitaCore::AshitaCore | .ctor
09/22/2022 09:11:12.218 | DEBUG    |                             AshitaCore::Initialize | <Begin>
09/22/2022 09:11:12.218 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
09/22/2022 09:11:12.218 | DEBUG    |                             AshitaCore::Initialize | Starting initialization...
09/22/2022 09:11:12.218 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Install Path : G:\Ashita-v4beta\
09/22/2022 09:11:12.218 | DEBUG    |                             AshitaCore::Initialize |  - Ashita Config Script: \boot\mybootsettings.ini
09/22/2022 09:11:12.218 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: G:\Ashita-v4beta\\config\boot\mybootsettings.ini
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize | ----------------------------------------------------------------------------------------------------
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize | >> BOOT CONFIGURATION DUMP <<
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize | [ashita.launcher]
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   autoclose : 1
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   name : Example Configuration
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize | [ashita.boot]
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   file : G:\PlayOnline\SquareEnix\PlayOnlineViewer\pol.exe
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   gamemodule : ffximain.dll
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   script : retail.txt
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   args : 
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize | [ashita.language]
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   playonline : 2
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   ashita : 2
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize | [ashita.logging]
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   level : 5
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   crashdumps : 1
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize | [ashita.taskpool]
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize |   threadcount : -1
09/22/2022 09:11:12.220 | DEBUG    |                             AshitaCore::Initialize | [ashita.resources]
